en_treasureChest_content,While exploring the dungeon you come across an old treasure chest.  Just looking at it, you know beyond a shadow of doubt that it is filled to the brim with delicious goodies.  Visions of donuts, chocolate truffles, and candy canes dance through your mind as you bend to open the chest.  Slowly, you raise the lid and stare at the inside. \\n Nothing.  Not even a crumb. \\n Obviously, you cannot stand for this outrage.  Furious, you draw your sword and rend the chest to pieces.  \\n Huh, maybe there was something hidden in the lining.  Or you just got a little better at breaking things.
zh_shop_content,在探索黑暗而沉闷的地牢时，你意外发现一座小房子。这座房子不是用砖石堆砌，而是用姜饼和秋葵做成的。这立刻吸引了你。\\n 一进门，你就遇到了这个房子的主人：一个年老驼背的精灵妇女。“想吃糖果吗？”她问道，“还是说，您更喜欢我们的其他美味？保证能让你心胸开阔！”
en_smoothieShack_content,Behind a long table in the middle of the hallway sits a little girl.  Blonde hair in pigtails she smiles as you approach.  "Oh goodie!  An adventurer!  Would you like some lemonade?"  She gestures in front of her to several different colored pitchers. \\n "They're delicious - I promise! And you can even have one for free!"\\n You're not one to let a little girl down, so maybe you'd like to try one?
zh_smoothieShack_content,走廊中央的一张长桌后面坐着一个有着金发长辫的小女孩。当你走近时，她向你微笑道：“哇哦！太棒了！一个冒险家！你想要喝点柠檬水吗？”她向放在她对面的几个不同颜色瓶子做了个手势。\\n“我保证它们都很好喝！你甚至可以免费尝一个！”\\n你可不是一个会让小女孩失望的人，所以，你要试试吗？
en_levelStart_buildIntroText,"So nice of you to join us, master."  As your eyes finally adjust to the light and catch sight of the speaker, you quickly close them again.  Tentatively you open them slowly and stare at the hideous creature floating in front of you.  Maybe a foot tall, like an enormous red bat with leathery wings, horns, and a spiked tail, the imp sneers at you.\\n"So, are you ready to go?  We've got monsters to kill and corpses to loot!"\\n\\n
zh_levelStart_buildIntroText,“你能加入我们真是太好了！大师。”当你的眼睛终于适应了周围的光线，你看到了正在说话的“人”。你不可置信的闭上眼睛，又再次缓缓睁眼——眼前还是刚才那个恐怖的生物。一只小恶魔，身高不到半米，外貌就像一只巨大的红色蝙蝠，还长着坚韧的翅膀、脚和尖尖的尾巴。它此刻正嘲弄的看着你。\\n“那么，你准备好了吗？我们还有怪物要杀，有尸体要掠夺呢。”\\n\\n
en_levelStart_waterText,You start to take note of your surroundings and gasp in fear: water surrounds you, filling your lungs.  You try to scream but can only burble.  "Come on, just breathe - it's not that hard"”.  You don't want to drown, but there's not much choice in the matter.  Screwing up your eyes, you tentatively open your mouth.  "Hey!  I'm alive!"  The imp just snickers and rolls his eyes.\\n\\nYou briefly consider cutting off his head, but are momentarily distracted by a faint song: 
zh_levelStart_waterText,你开始注意到周围的环境，战栗着，喘息着：水包围着你，灌满了你的肺。你试图尖叫，但只打了个嗝。“来吧，只是呼吸而已，没那么难的”。 你不想淹死，但就眼下的情况而言，似乎没有第二种选择。你紧闭双眼，嘴巴微张。“嘿！我还活着！”小恶魔只是偷笑，翻了个白眼。\\n\\n你顿时想到要不要把他的头拿下来当球踢，但被远处传来的微弱歌声分散了注意力：
en_levelStart_volcanoText,Groggily, you take note of your surroundings.  It’s hot, almost furnace-like, and the ground beneath you is moving.  In fact, all around you mini volcanoes erupt every few seconds, rivers of lava running past your feet.  Foul-smelling smoke fills the air stinging your eyes and burning your nose. \\n\\nBut from the gurgling of the lava you can make out a faint voice: 
zh_levelStart_volcanoText,你迷迷糊糊地环顾四周，发现这里天气炎热，仿若身处火炉之中。你脚下的地面正在移动。事实上，你周围的小火山每隔几秒就会喷发一次。熔岩河流从你的脚下流过。空气中弥漫着恶臭的烟雾，刺痛拿到双眼，灼伤你的鼻腔。\\n\\n除了熔岩流动的潺潺声，你还能发出微弱的声音：
en_levelStart_forestText,Looking around, you just see trees.  As tall and as far as the eye can see.  You try to find your bearings, but the trees seem to shift as you watch them and you have no idea where you are.  Twigs snap beneath your every step and you fear that each sound might annoy one of the dark shapes lurking just out of view.\\n\\nFrom the rustling of the leaves, though, you can make out distant words: 
zh_levelStart_forestText,树木，树木，树木，你环顾四周，抬头仰望，举目远眺，只能看见密集的参天巨木。你试图确定自己的位置，但当你盯着一棵树时，你发现这些树似乎都在移动。这使得你无法确定自己身在何处。你的每一步脚下都有细枝，这使你不得不担忧踩碎细枝的细小声音会不会惹恼到隐藏在视线之外的，阴影之中的怪物。\\n\\n不过，从树叶的沙沙声中，你听到遥远的话语：
en_levelStart_dungeonText,Your surroundings are drab.  Grey stone walls, grey stone floor, grey stone dust on every surface.  Each time you inhale, it tickles your nose, but you fight hard not to sneeze: there are a myriad of footprints outlined on the floor and you'd rather not alert them to your presence.  Gripping your weapon tightly, you shrug.  A dungeon isn't the most glamorous of settings, but a hero has to go where the monsters are.\\n\\nAs you turn to go, you catch sight of a note stuck to the wall: 
zh_levelStart_dungeonText,灰墙，灰地板，灰石头，灰尘。你的周围尽是单调的灰色。每次你吸气时，这些弥散在空气中的尘埃都会让你的鼻子发痒。但你努力克制着自己想要打喷嚏的想法：看那地板上无数奇形怪状的脚印，你可不想那些东西被惊扰。你握紧了自己的武器，耸了耸肩。地牢并非什么旅游胜地，但英雄们必须前往怪物所在之处。\\n\\n当你转身离去时，你看到墙壁上贴着一张纸条：
en_levelStart_skyText,Everything around you is filled with light - the only break is in the fluffy white clouds that tickle your nose as they pass by.  Wait, clouds?  Foolishly you look down into nothing - only sky as far as the eye can see.  You wave your arms wildly, hoping that can somehow keep you from plummeting to your doom.  Your companion laughs at your predicament.  "Hey genius, if you weren't falling already, did you really think a chicken dance was going to help?"  Huh, I guess you're not falling after all.  On the downside, it looks like all those monsters aren't falling either.\\n\\n A voice carries to you over the light breeze: 
zh_levelStart_skyText,你周围的一切都充斥着光芒，唯有蓬松的白云例外。当它们经过时，它们会轻轻摩挲着你的鼻子。等下，哪来的云？你傻傻地向下看去，但什么也没有——除了眼睛能看到的天空。你疯狂挥动手臂，希望借此阻止自己从空中跌落。你的同伴嘲笑你的困境。“嘿，天才，如果你还没有掉下去，你真认为摆动你的胳膊会有什么作用吗？”嗯，我想你确实没掉下去。从另一个角度看，所有云上的怪物也不会掉下去。\\n\\n微风中传来一个声音：
en_levelStart_CryptText,"OOOOOOOOooooooo".  A haunting echo fills the air as a faint breeze makes the hair on the back of your neck stand up.  Faint shapes drift across the corners of your vision, gone when you try to catch them.  And a musty mix of death and cobwebs taints every breath.  "Come on boss, you just going to stand there?  We've got work to do."  The obnoxious imp is right and so, with some trepidation, you cautiously begin to explore.\\n\\nAs you become more accustomed to the wails and howls around you, you start to pick out meaning from the noise: 
zh_levelStart_CryptText,“呜呜呜呜呜呜呜~~”。当微风拂过你后颈的头发，空气中弥漫着挥之不去的回声。模糊的形状从你的视野中飘过，但当你试图抓住它们时，它们就消失了。死亡和蜘蛛网的霉味混杂在一起，污染着你的每一次呼吸。“来吧，老大，你要就这么呆站在那里吗？我们还有活要干呢。”讨厌的小恶魔是对的，因此，你开始迈着颤抖的步伐，小心翼翼地探索。\\n\\n当你越来越适应周围的哀嚎和嚎叫时，你开始从这些噪音中分辨出它们的意思：
en_levelStart_buildFinalBossText,Beware the Lord of the Dream.  He has {BossAdj}  {BossNoun} and {BossPhrase}.
zh_levelStart_buildFinalBossText,“当心梦之王！他有{BossAdj}{BossNoun}及{BossPhrase}。
en_DECREE, When he speaks, those that disobey are punished cruelly.
zh_DECREE,当他言语，那些不愿归顺者将备受折磨。
en_CHOICES, When he sings, those who listen go slowly mad.
zh_CHOICES,当他歌唱，那些听闻者将步入疯狂。
en_GIFTS, When he beckons, all must give him gifts.
zh_GIFTS,当他挥手，所有人都必须献上礼物。
en_CANCELS,When he dances, thoughts wither and die.
zh_CANCELS,当他舞蹈，所有思想都将凋亡。
en_PHYS_IMMUNE,His skin shatters swords.
zh_PHYS_IMMUNE,他的皮肤可碎金石。
en_ELEMENT_IMMUNE,His body breaks storms.
zh_ELEMENT_IMMUNE,他的身体可阻风暴。
en_FAST,His gaze halts arrows in flight.
zh_FAST,他的目光可以使飞行的箭矢停住。
en_DOUBLE_TURN,His will bends time.
zh_DOUBLE_TURN,他的意志可以扭曲时间。
en_VAMPIRIC,They say his mother was a vampire.
zh_VAMPIRIC,他们说他的母亲是血族。
en_FLAVORED,They say his mother was a harpy.
zh_FLAVORED,他们说他的母亲是鸟身女妖。
en_POISONOUS,They say his father was a serpent.
zh_POISONOUS,他们说他的父亲是巨蛇。
en_SUPER_EQUIPPED,They say his father was a titan.
zh_SUPER_EQUIPPED,他们说他的父亲是泰坦巨人。
en_throne_content,Impossibly, the Lord of the Dream has fallen.  All that remains is for a successor to take his place.  And don't worry, this throne isn't made out of swords, iron, or anything else unpleasant.  It actually looks pretty comfortable, though the view leaves something to be desired.  But hey, it's your dream now...
zh_throne_content,难以置信，梦境之王如今已经倒下。剩下的就是由一个继任者接替他的位置。别担心，这王座并非剑、铁或是其他令人不快的东西制成的。事实上，它看起来很舒服。尽管景色还有些许不尽人意。但，嘿，现在是你的梦境了……
en_levelStart_endText,The stairs twist and turn for miles as you slowly descend into the darkness.  When finally you can take it no more, they are suddenly gone, replaced with a blinding white light.\\n\\nYour eyes slowly adjust and you look around.  No annoying imp, no ground - nothing as far as you can see.  Only the same bright light.  And a figure, sitting on a throne in the center.\\n\\nAs you make your way towards him, you recognize the figure: it's you!  But this plane of light ain't big enough for two of you, so the time has come to put an end to this madness.
zh_levelStart_endText,你沿着蜿蜒的楼梯慢慢步入黑暗，走了五六公里仍没到头。当你终于无法忍受时，楼梯和黑暗瞬间全部消失，取而代之的是一道耀眼的白光。\\n\\n当你的眼睛终于适应了这里的光线，你环顾四周。没有烦人的小恶魔，也没有地面——你目光所及之处空无一物。只有同样明亮的光。哦，还有一个人，一个正坐在王座上的人。\\n\\n当你朝他走去时，你认出了那个人：是你！但这地方容不下两个你，是时候结束这场疯狂的闹剧了。
en_mushroompatch_init,As you stomp through this floor, you hear something squish beneath your boot.  Looking down, you're surrounded by small, bright red mushrooms, as far as the eye can see.  Or at least for a couple of feet - it is pretty dark in here.  "Wait!  Wait!  Wait!"  A wrinkled face, topped with crazy white hair peers out at you from the gloom.  "Those are magic mushrooms.  My magic red mushrooms!" \\n "Ummm.  Ok....Can I have one?" \\n "No!  My mushrooms!  I know a secret though.  He leans in conspiratorially.  "There are GREEN mushrooms!  GREEN!"  He laughs.  "They're not red!  Go find me the green mushrooms and you can have a taste.  Eight green mushrooms for one red mushroom!
zh_mushroompatch_init,当你经过在地板上的时候，你注意到靴子似乎踩到了什么。你向脚下一看，发现目光所及之处，到处都是小而明亮的红色蘑菇。或者至少是两三米范围内——这里很黑。“等一下！等一下！”一张皱巴巴的脸顶着一头凌乱夸张的白发，从黑暗中探了出来。“这些是魔法蘑菇！我的魔法红蘑菇！”“嗯，好的……我能尝一个吗？”“不！我的蘑菇！但我知道一个秘密。他就偷偷靠在那里。”“那有绿~蘑菇！绿！”他大笑道。“它们可不是红色！给我去找绿蘑菇，你就可以尝尝。八个绿蘑菇换一个红蘑菇！”
en_mushroompatch_startquest,"Excellent!  Excellent!  Now let me show you how to find the mushrooms.  Look into my eyes.  Look very, very closely."  You do, and the inside of his eyes seem to spin.  For a moment, you want to look away, but you're transfixed, just staring.  Almost immediately, you snap out of it. \\n "All done!  Go find me those mushrooms!" \\n Simple enough.  But you feel surprisingly hungry...
zh_mushroompatch_startquest,“好耶！好耶！现在让我教你怎么找蘑菇。来，看着我的眼睛，非常，非常仔细地看。”你照做了。他的眼睛似乎在旋转。有那么一刻，你想要移开视线，但你已经呆住了，只能够盯着看。几乎是同一时间，你又振作了起来。\\n“完成了！去给我找那些蘑菇！”\\n简单至极。但你开始感到莫名的饥饿……
en_mushroompatch_unfinished,"All done?  No, no, no!  I need eight mushrooms - you still have to find {value}  He turns away from you and fades away into the shadows
zh_mushroompatch_unfinished,“完成了？不，没有，完全没有！我需要八个蘑菇——而你还需要找到 {value}个。他转身，渐渐隐入了黑暗的阴影之中。
en_mushroompatch_complete,"All done?  Oh yes.  Oh yes!  Look at you - right as rain.  Were they delicious?  Nutritious?  Amazing?  Oh, this is wonderful!  Wonderful!  Here, take a red mushroom - don't worry, it won't bite." \\n Again unbidden, you take the proffered mushroom and gulp it down.  But wait, this one is actually...good?  It tastes wonderful and you feel your mind expand in ways you'd never expected.  You turn to thank the old man, but he, and his red mushrooms, have vanished.
zh_mushroompatch_complete,“完成了？是的。哇！是的！看看你——就像雨一样。它们好吃吗？有营养吗？太神了！太妙了！太精彩了！来，拿一个红蘑菇去吧——别担心，它可不会咬人”\\n 又一次不请自来，你拿着他给的蘑菇大口大口的吃了下去。但，稍等，它的味道真是……真是好极了！你觉得自己的思维以自己未曾料想的方式扩张了。你转身想要感谢那位老人，但他和他的红蘑菇都消失了。 
en_ok_i_guess,Ok, I guess
zh_ok_i_guess,行吧，就这样
en_mushroom_longtext,Out of the corner of your eye, you catch sight of a bright green shape.  On closer inspection, it's a green mushroom.  A bright green mushroom.  Since it'll make the old guy happy, you bend down to pick it up and put it into your pouch, hoping it doesn't make too much of a mess. \\n You settle yourself and prepare to continue, when you notice the mushroom is still in your hand.  Even worse, it's moving towards your mouth.  Unbidden, you take a big bite, and then finish the whole thing - it tastes terrible!  That hypnosis must have had some side effects you weren't expecting.  And now you feel a little strange... \\n \\n
zh_mushroom_longtext,你用眼睛的余光瞟见一个亮绿色的东西。经过仔细观察，你发现那是一个绿色的蘑菇。一个鲜绿的蘑菇。你弯腰捡起它，把它放进了你的袋子中，心想这一定会让老人开心，并希望这蘑菇不会把背包弄乱。\\n当你注意到蘑菇仍在你手中时，你稳住心神，准备再来一次。然而更糟糕的情况发生了——蘑菇径直朝你的嘴巴移动。你顾不得许多直接咬了它一大口，然后把整个蘑菇吃了——味道很糟糕！除了催眠，这蘑菇还有些你意料之外的副作用。现在你觉得有点奇怪……\\n \\n
en_brainsucker_init,As you walk through the corridor, a ghostly door appears in front of you.  Brown wood, with a large brass knob, it shimmers before you.  When you reach a hand out, it passes through the wood.  Perplexed, you try the knob and it turns.  And then the world turns.  When you regain your senses, you're lying on a very comfortable sofa, across from a goateed man, scribbling furiously in a notebook. \\n "Ah, {value}, are you back with us?" \\n "Wait?  What?  Where am I?" \\n "Now, now, this is Hillditi's House of Happiness.  And I'm Dr. Hillditi, of course.  I can eat your unpleasant abilities and replace them with things more palatable.  Otherwise, you're welcome to leave..." 
zh_brainsucker_init,当你穿过一条走廊时，一扇门幽灵般出现在了你的面前。门是由棕色的木头组成，上面有一个巨大的黄铜旋钮，此刻正在你面前闪闪发光。当你伸出一只手来，黄铜旋钮竟穿过了木头。你困惑地尝试去旋转那个旋钮。随着旋钮被成功转动，整个空间都开始扭曲变化。当你恢复知觉时，你正躺在一个非常舒适的沙发上，对面是一个有着山羊胡子的男人，正在笔记本上疯狂地书写着什么。\\n“啊， {value}，你回来了吗？”\\n“等等？什么！我在哪里？”“放轻松，这里是<<DungeonFeatureName|Hillditi's Happy House>>，而我当然是<<SK|Hillditi>>博士。我可以吃掉令你感到不快的能力，并用更可口的东西代替它们。当然，你随时可以自行离开……”
en_brainsucker_likedislike,A sign above his head reads: \\n The Doctor is IN \\n Likes: \\n \\t{like1} \\n \\t{like2} \\n Dislikes: \\n \\t{ dislike1}
zh_brainsucker_likedislike,他头上有一个牌子写着：\\n博士正\\n喜欢：\\n \\t{like1} \\n \\t{like2} \\n 不喜欢: \\n \\t{dislike1}
en_brainsucker_baseeat,"Just think very hard about the skill you want to forget and I'll take it away.  Just close your eyes..." \\n  Green tentacles snake out of the doctor's head towards your face.  You scream, but there's nothing you can do.  You black out. \\n When you come to, the doctor is looking curiously at you.  "That wasn't so bad, right?  Your thoughts were {value}, but they shouldn't bother you again.  I replaced them with something new." \\n Sure enough, there's something new rummaging around in your brain.
zh_brainsucker_baseeat,“好好思考一下你想忘掉些什么，我会把它拿走。现在，闭上双眼……”\\n你看见绿色的触手从博士的头上伸出，接着那触手开始伸向你的脸。你尖叫起来，但又无力阻止那些“东西”。你之间晕了过去。\\n当你再次苏醒，博士好奇地看着你：“感觉还不错吧？你的想法是 {value}，但它们不会再给你带来困扰了。我用一些新东西代替了它们。” \\n 果然，你的脑海中浮现出一些新的东西。
en_brainsucker_supplementalEat,As you look up to thank the doctor, your world spins again.  By the time you can focus, the doctor, the couch, and the office have all vanished.
zh_brainsucker_supplementalEat,当你抬头要向博士致谢时，你的眼前又开始天旋地转。你尽力集中精神，然而当你再次集中注意力时，博士、沙发和办公室通通消失了。
en_AltarToAlcoran_sigil,a faded shield with a glowing yellow cross in the middle.
zh_AltarToAlcoran_sigil,一个褪色的盾牌，中间有一个发光的黄色十字架。
en_AltarToAlcoran_carved,I am Alcoran, King of Kings. \\n In my name are the righteous extolled. \\n In my name are the wicked punished. \\n Speak my name.  Wield my glory.
zh_AltarToAlcoran_carved,我乃古兰，万王之王。\\n正义者以我名被歌颂。\\n邪恶者以我名受惩罚。\\n呼我姓名。捍我荣耀。
en_AltarToAlcoran_accept,A deep voice rumbles, "I am Alcoran.  I have sharpened your blades and your mind, but you will prove your worth to me.  I have raised up the weaklings around you that you may face true challenges.  Go now and earn my respect." \\n \\n Your upgradable cards have been upgraded. \\n All monsters have leveled up
zh_AltarToAlcoran_accept,低沉的声音隆隆作响，“我乃古兰。我已磨砺了你的刀刃和头脑，但你会向我证明你的价值。我已经将你周围的弱者强化，让你可能面临真正的挑战。现在，离开吧，去赢得我的赞赏。”\\n\\n你的可升级卡已经升级\\n所有怪物都已升级
en_AltarToAlcoran_hint,You seem to remember that Alcoran will level up your cards and the monsters.
zh_AltarToAlcoran_hint,你似乎还记得古兰会把你的卡牌和怪物都升级。
en_AltarToAston_sigil,crossed swords, their edges glowing a faint blue.
zh_AltarToAston_sigil,交叉的剑，它们的边缘闪耀着淡淡的蓝色。
en_AltarToAston_carved,I am Aston, the Bladesmith. \\n Lord of Steel, Master of Metal \\n I raise up the weak and bring down the mighty \\n Speak my name.  Harness my power.
zh_AltarToAston_carved,我乃阿斯顿，锋刃工匠，\\n钢铁之主，金属之王。\\n我扶起弱者，打倒强者。\\n呼我姓名。行我力量。
en_AltarToAston_accept,A strident voice echoes off the walls, "I am Aston, lord of the forge.  By my will are all men armed.  Go now, wield my tools with skill and valor." \\n \\n You have gained an additional equipment slot. \\n All monsters begin with a sword in play
zh_AltarToAston_accept,墙上回荡着刺耳的声音，“我乃阿斯顿，锻造之主。依我意志，众皆武装。现在，去吧，用技能和勇气挥舞我的造物。”\\n\\n您获得了一个额外的装备槽。\\n所有怪物战斗开始时都有一把剑
en_AltarToAston_hint,You seem to remember that Aston will give you an equipment slot but give your opponents a sword.
zh_AltarToAston_hint,你似乎记得阿斯顿会给你一个装备槽，但会给你的所有对手一把剑。
en_AltarToCairn_sigil,a white dove, almost faded into the darkness.
zh_AltarToCairn_sigil,一只几乎隐于黑暗中的白鸽。
en_AltarToCairn_carved,I am Cairn, Mother of All. \\n I heal the sick and tend to the fallen \\n In my arms there is no danger, only peace \\n Speak my name.  Embrace my love.
zh_AltarToCairn_carved,我乃凯恩，万物之母。\\n我治愈疾病，我扶助亡者\\n在我的怀抱里没有危险，只有平和\\n呼唤我的姓名。拥抱我的爱。
en_AltarToCairn_accept,A melodious voice hums in the air, "I am Cairn, the first goddess.  By my will are you made whole and all protected.  Go now, do what you must." \\n \\n You gain 30 health and are fully healed. \\n All monsters have damage reduction 1
zh_AltarToCairn_accept,一个悠扬的声音在空气中哼道：“我乃凯恩，第一位女神。依我意志，愈你身体，护你周全。现在，去吧，做你必须做的事。”\\n\\n你获得了30点最大生命值，并且完全康复。\\n对所有怪物的造成的伤害降低1
en_AltarToCairn_hint,You seem to remember that Cairn will heal you and provide a large health increase but make monsters more resistant to physical damage.
zh_AltarToCairn_hint,你似乎记得凯恩会治愈你，并提高你的最大生命值，但会让怪物更能抵抗物理伤害。
en_AltarToGauss_sigil,a purple pentagram whose lines seem to squirm as you watch them
zh_AltarToGauss_sigil,一个紫色的五角星，当你观看时，它的线条似乎在蠕动。
en_AltarToGauss_carved,I am Gauss, God of Power. \\n The corrupt, the noble, the depraved - all are my children \\n Speak my name.  Sacrifice for my gifts.
zh_AltarToGauss_carved,我乃高斯，力量之神。\\n腐败之人、高贵之人、堕落之人——都是我的孩子\\n呼喊我的名字。为我的赐福而牺牲。
en_AltarToGauss_accept,A soft baritone calls out from the altar, "I am Gauss.  I have given you power, but taken from your soul.  Bear my mark and serve my name." \\n \\n You draw one additional card each turn. \\n 4 curses have been added to your deck
zh_AltarToGauss_accept,一个柔和的男中音从祭坛上喊道：“我乃高斯。我给予你力量，但从你灵魂中收取了费用。留下我的印记，为我的名字服务。”\\n\\n你每回合多抽一张牌。\\n你的牌组中添加了4个诅咒
en_AltarToGauss_hint,You seem to remember that Gauss will let you draw an additional card, but add curses to your deck.
zh_AltarToGauss_hint,你似乎记得高斯会让你额外抽一张牌，但会在牌组中添加诅咒。
en_AltarToJeremiad_sigil,a black bat, with pointed wings and bright red eyes.
zh_AltarToJeremiad_sigil,一只有着尖锐翅膀和发光的红色眼睛的黑色蝙蝠。
en_AltarToJeremiad_carved,I am Jeremiad, Lord of Death. \\n The weak, the mighty - all are under my power \\n Speak my name.  Accept my touch.
zh_AltarToJeremiad_carved,我乃耶利米，执掌死亡之神。\\n弱者，强者——都要拜服在我的力量之下\\n说出我的名字。接受我的触摸。
en_AltarToJeremiad_accept,A voiceless sound ripples through your mind, "I am Jeremiad.  I have taken your life, but given you my gift.  So long as you feed you need never die." \\n \\n You heal one health for every three damage you deal. \\n You no longer heal any other way other than leveling up.
zh_AltarToJeremiad_accept,一个无声的声音在你的脑海中荡漾，“我是耶利米。我夺走了你的生命，但给了你我的赐福。只要你吃饱了，你就永远不会死。”\\n\\n你每造成3点伤害就会恢复1点生命。\\n你不再以任何其他方式来治疗，包括升级。
